timestamp,open,high,low,close,volume,taker_buy_base,buy_vol,sell_vol,vol_delta
2026-02-16 16:55:00,67859.8,67888.7,67800.67,67888.7,29.1111,14.19288,14.19288,14.91822,-0.7253399999999992
2026-02-16 17:00:00,67888.7,67963.24,67850.68,67879.73,47.81014,24.98134,24.98134,22.828799999999998,2.152540000000002
2026-02-16 17:05:00,67879.73,67989.8,67775.88,67775.88,57.64403,29.82285,29.82285,27.821180000000002,2.001669999999997
2026-02-16 17:10:00,67775.89,67802.0,67709.82,67749.28,49.60973,23.12416,23.12416,26.48557,-3.3614099999999993
2026-02-16 17:15:00,67749.28,67773.57,67600.93,67689.62,75.98896,24.68067,24.68067,51.30829000000001,-26.627620000000007
2026-02-16 17:20:00,67689.62,67853.93,67687.52,67833.29,31.35797,20.64496,20.64496,10.71301,9.93195
2026-02-16 17:25:00,67833.28,67973.04,67829.22,67929.61,39.97052,21.61825,21.61825,18.35227,3.265979999999999
2026-02-16 17:30:00,67929.61,68068.24,67891.17,68054.82,51.36681,35.14287,35.14287,16.22394,18.918930000000003
2026-02-16 17:35:00,68054.83,68054.83,67992.35,68033.54,24.74071,13.70516,13.70516,11.03555,2.6696099999999987
2026-02-16 17:40:00,68033.55,68074.12,67992.66,68027.23,34.14145,20.61174,20.61174,13.529709999999998,7.082030000000003
2026-02-16 17:45:00,68027.22,68027.22,67905.84,67960.22,30.84818,15.06025,15.06025,15.78793,-0.7276799999999994
2026-02-16 17:50:00,67960.22,67969.38,67895.46,67960.72,30.72114,20.20813,20.20813,10.513009999999998,9.695120000000003
2026-02-16 17:55:00,67960.72,67996.4,67937.06,67951.86,27.56364,12.41384,12.41384,15.149799999999999,-2.7359599999999986
2026-02-16 18:00:00,67951.85,68032.32,67913.77,68012.1,28.45439,15.66115,15.66115,12.79324,2.8679099999999984
2026-02-16 18:05:00,68012.11,68115.3,68012.1,68115.3,40.96467,29.8425,29.8425,11.122169999999997,18.720330000000004
2026-02-16 18:10:00,68115.29,68159.79,68093.09,68131.45,39.50832,23.03905,23.03905,16.469269999999998,6.5697800000000015
2026-02-16 18:15:00,68131.45,68163.31,68076.81,68115.21,38.88645,21.11299,21.11299,17.773460000000004,3.3395299999999963
2026-02-16 18:20:00,68115.2,68229.68,68115.2,68178.09,141.71801,125.05195,125.05195,16.666059999999987,108.38589000000002
2026-02-16 18:25:00,68178.08,68245.34,68076.0,68135.43,34.62768,17.56309,17.56309,17.06459,0.49849999999999994
2026-02-16 18:30:00,68135.43,68135.43,68076.0,68135.0,21.70529,13.51351,13.51351,8.191780000000001,5.321729999999999
2026-02-16 18:35:00,68134.99,68134.99,67969.84,68010.0,34.52626,16.18626,16.18626,18.34,-2.153739999999999
2026-02-16 18:40:00,68010.0,68040.11,67991.14,68002.04,19.71785,11.22571,11.22571,8.49214,2.7335700000000003
2026-02-16 18:45:00,68002.05,68034.3,67892.0,67923.8,42.66924,18.88137,18.88137,23.78787,-4.906500000000001
2026-02-16 18:50:00,67923.8,67999.0,67909.01,67979.77,33.32835,25.48817,25.48817,7.84018,17.64799
2026-02-16 18:55:00,67979.77,67979.78,67830.82,67860.13,130.14137,14.22162,14.22162,115.91975,-101.69812999999999
2026-02-16 19:00:00,67860.13,67927.17,67860.13,67884.68,21.24275,11.79026,11.79026,9.452490000000001,2.337769999999999
2026-02-16 19:05:00,67884.68,67949.84,67878.94,67947.94,9.99436,6.70754,6.70754,3.2868200000000005,3.4207199999999993
2026-02-16 19:10:00,67947.94,67983.2,67941.48,67983.2,16.85459,11.29575,11.29575,5.558840000000002,5.736909999999998
2026-02-16 19:15:00,67983.2,67983.2,67888.32,67888.33,22.23524,9.37282,9.37282,12.86242,-3.4895999999999994
2026-02-16 19:20:00,67888.33,67994.0,67824.91,67993.99,26.66939,17.15345,17.15345,9.51594,7.637509999999999
2026-02-16 19:25:00,67993.99,68041.4,67970.25,67970.25,43.92133,32.43319,32.43319,11.488139999999994,20.94505000000001
2026-02-16 19:30:00,67970.26,68016.72,67970.26,68007.25,19.70258,14.10879,14.10879,5.59379,8.515
2026-02-16 19:35:00,68007.25,68130.0,68000.01,68059.24,23.78101,14.93957,14.93957,8.841439999999999,6.098130000000001
2026-02-16 19:40:00,68059.25,68102.77,68036.82,68096.25,23.36989,14.95249,14.95249,8.417400000000002,6.535089999999997
2026-02-16 19:45:00,68096.24,68105.55,67984.0,67984.01,20.41231,4.93036,4.93036,15.481950000000001,-10.551590000000001
2026-02-16 19:50:00,67984.01,68000.0,67956.11,67999.99,16.16962,10.42351,10.42351,5.746109999999998,4.677400000000002
2026-02-16 19:55:00,67999.99,67999.99,67900.43,67913.43,18.62317,8.14674,8.14674,10.476429999999999,-2.3296899999999994
2026-02-16 20:00:00,67913.44,67943.04,67873.92,67935.07,27.12557,12.07604,12.07604,15.049529999999999,-2.973489999999998
2026-02-16 20:05:00,67935.07,67950.87,67827.11,67950.87,25.60245,12.20705,12.20705,13.3954,-1.1883499999999998
2026-02-16 20:10:00,67950.86,67956.38,67877.93,67954.09,45.05732,23.93506,23.93506,21.122259999999997,2.812800000000003
2026-02-16 20:15:00,67954.08,68060.5,67920.29,67948.74,41.7171,21.21019,21.21019,20.50691,0.7032799999999995
2026-02-16 20:20:00,67948.75,68094.87,67948.75,68068.09,22.76712,18.81491,18.81491,3.9522099999999973,14.862700000000004
2026-02-16 20:25:00,68068.1,68238.55,68060.0,68227.73,43.85188,31.8735,31.8735,11.978380000000001,19.89512
2026-02-16 20:30:00,68227.73,68236.59,68165.43,68236.58,21.53905,11.97649,11.97649,9.56256,2.4139300000000006
2026-02-16 20:35:00,68236.58,68236.59,68107.8,68107.81,14.47313,6.11015,6.11015,8.36298,-2.2528300000000003
2026-02-16 20:40:00,68107.81,68286.0,68102.0,68237.99,51.26012,34.62895,34.62895,16.631169999999997,17.997780000000006
2026-02-16 20:45:00,68238.0,68258.0,68210.23,68247.99,18.29625,10.06406,10.06406,8.232190000000001,1.8318699999999986
2026-02-16 20:50:00,68247.99,68490.9,68202.3,68402.89,90.44681,55.87699,55.87699,34.56982,21.30717
2026-02-16 20:55:00,68402.89,68549.14,68400.75,68530.0,55.44856,35.68716,35.68716,19.761400000000002,15.925759999999997
2026-02-16 21:00:00,68530.0,68562.0,68427.18,68447.29,84.2113,57.13755,57.13755,27.073749999999997,30.0638
2026-02-16 21:05:00,68447.3,68586.69,68447.29,68522.32,38.75977,22.55205,22.55205,16.207720000000002,6.344329999999999
2026-02-16 21:10:00,68522.32,68576.21,68477.24,68576.21,32.48281,20.53682,20.53682,11.945990000000002,8.590829999999997
2026-02-16 21:15:00,68576.2,68625.8,68497.6,68499.99,46.53954,18.7625,18.7625,27.777040000000003,-9.014540000000004
2026-02-16 21:20:00,68500.0,68615.58,68500.0,68505.46,44.23476,24.9471,24.9471,19.287660000000002,5.6594399999999965
2026-02-16 21:25:00,68505.45,68529.19,68456.88,68525.99,35.71717,24.4689,24.4689,11.248270000000002,13.22063
2026-02-16 21:30:00,68525.99,68586.7,68468.0,68538.7,31.69352,19.90947,19.90947,11.78405,8.125419999999998
2026-02-16 21:35:00,68538.69,68541.15,68457.3,68531.53,27.70932,16.82176,16.82176,10.88756,5.934200000000001
2026-02-16 21:40:00,68531.53,68546.21,68499.42,68546.2,24.62133,15.29266,15.29266,9.32867,5.963989999999999
2026-02-16 21:45:00,68546.2,68554.0,68465.39,68527.71,35.05753,16.2119,16.2119,18.84563,-2.63373
2026-02-16 21:50:00,68527.71,68538.9,68488.03,68517.92,15.41665,9.13839,9.13839,6.278260000000001,2.860129999999998
2026-02-16 21:55:00,68517.91,68933.85,68517.91,68862.88,117.83055,72.60153,72.60153,45.229020000000006,27.37250999999999
2026-02-16 22:00:00,68862.89,68890.0,68779.14,68789.28,41.25928,21.35795,21.35795,19.901329999999998,1.456620000000001
2026-02-16 22:05:00,68789.28,68803.35,68683.17,68736.0,33.12017,17.21198,17.21198,15.908190000000001,1.3037899999999993
2026-02-16 22:10:00,68736.0,68851.33,68731.36,68758.71,69.08468,23.97934,23.97934,45.105340000000005,-21.126000000000005
2026-02-16 22:15:00,68758.71,68821.68,68726.0,68769.9,24.57949,14.09023,14.09023,10.48926,3.6009700000000002
2026-02-16 22:20:00,68769.9,68819.37,68660.88,68684.19,67.28105,13.9943,13.9943,53.28674999999999,-39.29244999999999
2026-02-16 22:25:00,68684.19,68684.2,68586.69,68601.0,29.10924,18.87578,18.87578,10.233460000000001,8.642319999999998
2026-02-16 22:30:00,68600.99,68711.52,68515.75,68682.4,128.44925,94.55822,94.55822,33.89103,60.667190000000005
2026-02-16 22:35:00,68682.41,68728.27,68644.99,68662.4,58.89224,21.80431,21.80431,37.08793,-15.283619999999999
2026-02-16 22:40:00,68662.41,68681.21,68580.77,68600.84,26.99901,12.08627,12.08627,14.912739999999998,-2.826469999999997
2026-02-16 22:45:00,68600.84,68651.53,68532.2,68651.52,19.52064,9.37406,9.37406,10.14658,-0.7725200000000001
2026-02-16 22:50:00,68651.53,68672.73,68509.07,68672.72,33.18788,18.15147,18.15147,15.03641,3.1150599999999997
2026-02-16 22:55:00,68672.72,68672.72,68591.0,68591.02,25.27486,12.91299,12.91299,12.36187,0.5511200000000009
2026-02-16 23:00:00,68591.01,68672.73,68538.57,68672.73,30.80936,17.04763,17.04763,13.76173,3.2859000000000016
2026-02-16 23:05:00,68672.72,68751.25,68621.63,68664.0,32.34033,16.90159,16.90159,15.438740000000003,1.462849999999996
2026-02-16 23:10:00,68664.01,68757.46,68664.01,68741.42,25.93548,17.25832,17.25832,8.677159999999997,8.581160000000004
2026-02-16 23:15:00,68741.42,68837.1,68704.47,68753.42,32.6422,19.43284,19.43284,13.209360000000004,6.223479999999995
2026-02-16 23:20:00,68753.43,68766.56,68697.12,68766.55,21.83396,12.90694,12.90694,8.92702,3.97992
2026-02-16 23:25:00,68766.55,68766.55,68648.0,68648.01,14.96754,6.72668,6.72668,8.24086,-1.5141799999999996
2026-02-16 23:30:00,68648.01,68725.0,68640.9,68641.97,23.87717,14.36455,14.36455,9.51262,4.851929999999999
2026-02-16 23:35:00,68641.97,68710.56,68620.0,68710.56,13.57365,10.25726,10.25726,3.31639,6.94087
2026-02-16 23:40:00,68710.55,68734.67,68684.86,68684.87,23.7202,12.43563,12.43563,11.284569999999999,1.151060000000001
2026-02-16 23:45:00,68684.87,68895.01,68684.87,68873.9,59.95967,38.24348,38.24348,21.716190000000005,16.527289999999994
2026-02-16 23:50:00,68873.9,68978.88,68865.2,68978.65,40.37171,28.96436,28.96436,11.407350000000001,17.55701
2026-02-16 23:55:00,68978.66,68978.66,68841.84,68892.43,28.92228,13.88789,13.88789,15.03439,-1.1464999999999996
2026-02-17 00:00:00,68892.43,68916.24,68812.03,68825.08,59.06585,25.2628,25.2628,33.80305,-8.54025
2026-02-17 00:05:00,68825.08,68843.08,68750.27,68842.52,34.12963,15.29116,15.29116,18.83847,-3.5473100000000013
2026-02-17 00:10:00,68842.51,68900.0,68805.08,68899.99,27.24682,17.44654,17.44654,9.80028,7.646259999999998
2026-02-17 00:15:00,68900.0,68900.0,68704.36,68744.99,28.93304,12.98775,12.98775,15.945289999999998,-2.957539999999998
2026-02-17 00:20:00,68744.99,68806.17,68721.96,68783.99,15.5075,9.00284,9.00284,6.504659999999999,2.4981800000000014
2026-02-17 00:25:00,68784.0,68930.29,68758.88,68880.59,40.59734,23.70107,23.70107,16.89627,6.8048
2026-02-17 00:30:00,68880.59,68908.1,68837.02,68867.99,94.93009,69.92184,69.92184,25.008250000000004,44.91359
2026-02-17 00:35:00,68868.0,68911.2,68868.0,68910.08,37.63865,28.66517,28.66517,8.973479999999999,19.69169
2026-02-17 00:40:00,68910.08,68959.0,68837.01,68865.99,42.91181,22.4239,22.4239,20.487910000000003,1.9359899999999968
2026-02-17 00:45:00,68866.0,69042.74,68865.2,69035.58,44.03299,32.4607,32.4607,11.572289999999995,20.888410000000007
2026-02-17 00:50:00,69035.58,69039.47,68945.05,68953.15,27.05386,12.80135,12.80135,14.252510000000001,-1.4511600000000016
2026-02-17 00:55:00,68953.15,68953.15,68838.01,68878.27,24.64385,8.6735,8.6735,15.97035,-7.296849999999999
2026-02-17 01:00:00,68878.27,68956.6,68804.13,68810.0,36.62298,15.12149,15.12149,21.501489999999997,-6.379999999999997
2026-02-17 01:05:00,68810.0,68922.38,68786.66,68922.38,21.99937,13.386,13.386,8.61337,4.7726299999999995
2026-02-17 01:10:00,68922.37,68996.67,68873.9,68929.57,38.17404,22.96619,22.96619,15.207849999999997,7.758340000000004
2026-02-17 01:15:00,68929.57,68940.2,68837.0,68940.2,28.4278,11.70237,11.70237,16.725430000000003,-5.023060000000003
2026-02-17 01:20:00,68940.19,68963.6,68897.12,68963.59,30.02638,15.90711,15.90711,14.11927,1.7878399999999992
2026-02-17 01:25:00,68963.59,68966.7,68865.2,68865.21,26.85886,14.70261,14.70261,12.15625,2.54636
2026-02-17 01:30:00,68865.21,68991.3,68825.94,68980.81,31.83808,18.82811,18.82811,13.009970000000003,5.818139999999996
2026-02-17 01:35:00,68980.81,68995.82,68926.0,68995.81,22.19939,10.70854,10.70854,11.490850000000002,-0.7823100000000025
2026-02-17 01:40:00,68995.82,68995.82,68853.12,68853.12,38.04727,12.25444,12.25444,25.792829999999995,-13.538389999999994
2026-02-17 01:45:00,68853.13,68886.32,68808.31,68808.31,25.79737,6.94451,6.94451,18.85286,-11.908349999999999
2026-02-17 01:50:00,68808.31,68837.94,68630.8,68635.1,72.59943,24.21844,24.21844,48.38099,-24.162549999999996
2026-02-17 01:55:00,68635.09,68687.91,68563.16,68618.11,127.30045,24.88219,24.88219,102.41826,-77.53607
2026-02-17 02:00:00,68618.12,68646.3,68387.2,68540.0,87.42504,29.19248,29.19248,58.23255999999999,-29.040079999999993
2026-02-17 02:05:00,68540.0,68795.67,68504.71,68787.08,66.02657,32.63267,32.63267,33.39390000000001,-0.7612300000000118
2026-02-17 02:10:00,68787.09,69241.5,68787.08,69124.74,175.93708,90.67316,90.67316,85.26392000000001,5.409239999999983
2026-02-17 02:15:00,69124.73,69183.98,68999.7,69010.34,76.23761,44.96904,44.96904,31.268570000000004,13.700469999999996
2026-02-17 02:20:00,69010.34,69118.9,68988.65,69118.89,30.49426,16.86186,16.86186,13.6324,3.2294599999999996
2026-02-17 02:25:00,69118.89,69118.9,69022.3,69041.6,20.64169,14.0468,14.0468,6.594890000000001,7.451909999999998
2026-02-17 02:30:00,69041.6,69083.88,68972.97,69066.85,29.67479,13.82526,13.82526,15.849530000000001,-2.0242700000000013
2026-02-17 02:35:00,69066.85,69066.86,68912.17,68922.52,27.67927,10.38729,10.38729,17.29198,-6.904689999999999
2026-02-17 02:40:00,68922.51,68986.0,68913.9,68948.06,22.53213,9.47419,9.47419,13.057939999999999,-3.5837499999999984
2026-02-17 02:45:00,68948.05,69008.54,68933.23,68969.6,34.40391,23.27439,23.27439,11.129520000000003,12.144869999999997
2026-02-17 02:50:00,68969.61,69043.4,68951.65,68951.65,22.87128,12.02994,12.02994,10.841339999999999,1.188600000000001
2026-02-17 02:55:00,68951.66,69007.21,68838.48,68838.48,31.73293,12.63196,12.63196,19.10097,-6.469010000000001
2026-02-17 03:00:00,68838.48,68860.68,68653.53,68653.54,69.56004,14.97743,14.97743,54.58261,-39.605180000000004
2026-02-17 03:05:00,68653.54,68722.63,68643.07,68706.76,34.60128,15.82271,15.82271,18.778570000000002,-2.9558600000000013
2026-02-17 03:10:00,68706.76,68726.0,68638.17,68726.0,26.67147,15.34321,15.34321,11.32826,4.014949999999999
2026-02-17 03:15:00,68725.99,68762.06,68672.0,68672.51,24.58475,11.0505,11.0505,13.53425,-2.4837500000000006
2026-02-17 03:20:00,68672.51,68761.63,68606.47,68606.47,30.32735,13.70617,13.70617,16.62118,-2.9150099999999988
2026-02-17 03:25:00,68606.47,68659.77,68586.6,68652.0,19.99593,10.7408,10.7408,9.255130000000001,1.485669999999999
2026-02-17 03:30:00,68651.99,68658.59,68542.33,68658.59,33.62385,16.39691,16.39691,17.22694,-0.8300300000000007
2026-02-17 03:35:00,68658.59,68658.59,68496.49,68534.26,36.53514,13.43387,13.43387,23.10127,-9.667399999999999
2026-02-17 03:40:00,68534.26,68593.07,68493.64,68564.78,19.96496,13.95437,13.95437,6.0105900000000005,7.94378
2026-02-17 03:45:00,68564.78,68584.35,68500.0,68500.0,24.32966,14.18423,14.18423,10.145430000000001,4.038799999999998
2026-02-17 03:50:00,68500.0,68573.23,68500.0,68573.23,21.78219,15.31835,15.31835,6.463839999999999,8.854510000000001
2026-02-17 03:55:00,68573.23,68573.23,68470.0,68474.9,25.88027,10.34987,10.34987,15.5304,-5.180530000000001
2026-02-17 04:00:00,68474.9,68526.15,68453.27,68518.25,23.96365,12.64241,12.64241,11.321240000000001,1.3211699999999986
2026-02-17 04:05:00,68518.25,68521.75,68392.96,68493.95,38.89616,12.18804,12.18804,26.70812,-14.52008
2026-02-17 04:10:00,68493.94,68621.12,68493.94,68588.01,23.31687,13.90785,13.90785,9.409020000000002,4.498829999999998
2026-02-17 04:15:00,68588.01,68588.01,68486.08,68568.39,29.2127,11.54493,11.54493,17.66777,-6.12284
2026-02-17 04:20:00,68568.4,68707.49,68568.39,68682.71,39.64656,27.99021,27.99021,11.65635,16.33386
2026-02-17 04:25:00,68682.71,68682.71,68592.94,68603.95,14.6687,6.10624,6.10624,8.56246,-2.45622
2026-02-17 04:30:00,68603.95,68603.95,68288.0,68372.8,60.8,24.44443,24.44443,36.35557,-11.91114
2026-02-17 04:35:00,68372.8,68446.12,68372.8,68430.79,23.83686,14.18274,14.18274,9.65412,4.52862
2026-02-17 04:40:00,68430.79,68450.0,68404.0,68428.32,19.22746,9.43574,9.43574,9.791720000000002,-0.3559800000000024
2026-02-17 04:45:00,68428.33,68499.6,68412.33,68471.57,15.47338,9.73893,9.73893,5.734450000000001,4.004479999999999
2026-02-17 04:50:00,68471.57,68471.58,68416.4,68416.4,15.66089,8.01915,8.01915,7.64174,0.37740999999999936
2026-02-17 04:55:00,68416.4,68481.68,68390.0,68481.67,24.98699,15.92663,15.92663,9.06036,6.86627
2026-02-17 05:00:00,68481.68,68510.76,68445.31,68501.99,20.23353,9.25738,9.25738,10.976149999999999,-1.7187699999999992
2026-02-17 05:05:00,68502.0,68505.19,68378.0,68404.0,48.39847,11.4829,11.4829,36.91557,-25.43267
2026-02-17 05:10:00,68403.99,68456.87,68333.31,68346.01,27.02523,9.73974,9.73974,17.285490000000003,-7.5457500000000035
2026-02-17 05:15:00,68346.0,68357.35,68162.83,68198.61,72.51631,19.60079,19.60079,52.91552,-33.31473
2026-02-17 05:20:00,68198.61,68216.41,67940.0,68019.88,153.82711,42.20848,42.20848,111.61863,-69.41014999999999
2026-02-17 05:25:00,68019.89,68115.3,67990.74,68052.01,54.17116,23.34685,23.34685,30.82431,-7.477460000000001
2026-02-17 05:30:00,68052.0,68084.0,67940.13,68027.2,45.44513,17.84777,17.84777,27.59736,-9.749589999999998
2026-02-17 05:35:00,68030.0,68074.3,67892.0,68065.05,59.53194,28.59456,28.59456,30.937379999999997,-2.342819999999996
2026-02-17 05:40:00,68065.06,68196.75,68041.03,68164.65,52.81702,31.20679,31.20679,21.610229999999998,9.596560000000004
2026-02-17 05:45:00,68164.65,68233.78,68115.2,68205.08,44.86218,23.42736,23.42736,21.434820000000002,1.9925399999999982
2026-02-17 05:50:00,68205.07,68258.7,68171.52,68222.11,27.22493,12.71525,12.71525,14.509680000000001,-1.794430000000002
2026-02-17 05:55:00,68222.11,68285.9,68203.6,68245.71,27.02447,14.32617,14.32617,12.698300000000001,1.627869999999998
2026-02-17 06:00:00,68245.71,68281.02,68242.49,68263.25,23.47148,13.00171,13.00171,10.46977,2.5319399999999987
2026-02-17 06:05:00,68263.24,68406.0,68263.24,68406.0,36.88813,24.43253,24.43253,12.455599999999997,11.976930000000003
2026-02-17 06:10:00,68405.99,68450.19,68352.0,68373.58,29.8741,9.66192,9.66192,20.212179999999996,-10.550259999999996
2026-02-17 06:15:00,68373.58,68393.55,68358.39,68365.19,15.62592,8.92726,8.92726,6.69866,2.2286
2026-02-17 06:20:00,68365.2,68391.45,68351.42,68361.27,13.31529,5.00533,5.00533,8.30996,-3.3046300000000004
2026-02-17 06:25:00,68361.26,68475.19,68301.08,68433.58,21.72056,11.80553,11.80553,9.91503,1.8904999999999994
2026-02-17 06:30:00,68433.57,68449.3,68391.64,68437.05,18.66784,7.04124,7.04124,11.626600000000002,-4.585360000000001
2026-02-17 06:35:00,68437.05,68455.97,68408.2,68447.99,14.45469,5.97225,5.97225,8.48244,-2.5101900000000006
2026-02-17 06:40:00,68447.99,68519.99,68442.53,68450.0,17.50595,8.26456,8.26456,9.241389999999999,-0.9768299999999996
2026-02-17 06:45:00,68449.99,68477.09,68402.0,68406.59,15.06568,6.29044,6.29044,8.77524,-2.4848
2026-02-17 06:50:00,68406.6,68448.0,68397.9,68442.55,10.61526,5.41738,5.41738,5.19788,0.21950000000000003
2026-02-17 06:55:00,68442.56,68442.56,68400.0,68400.0,13.18249,6.90421,6.90421,6.27828,0.6259300000000003
2026-02-17 07:00:00,68400.01,68405.34,68360.64,68384.36,20.91182,8.85129,8.85129,12.060529999999998,-3.2092399999999977
2026-02-17 07:05:00,68384.36,68384.37,68266.0,68291.29,25.51919,7.29532,7.29532,18.223869999999998,-10.928549999999998
2026-02-17 07:10:00,68291.29,68344.65,68282.93,68321.41,16.10952,7.20713,7.20713,8.90239,-1.6952600000000002
2026-02-17 07:15:00,68321.41,68383.83,68291.82,68302.46,22.23,11.17757,11.17757,11.052430000000001,0.12513999999999825
2026-02-17 07:20:00,68302.46,68335.74,68290.0,68304.1,17.96123,4.96431,4.96431,12.99692,-8.032609999999998
2026-02-17 07:25:00,68304.1,68309.15,68200.26,68211.49,27.87553,5.82283,5.82283,22.0527,-16.229870000000002
2026-02-17 07:30:00,68211.48,68261.7,68165.02,68228.91,29.92184,12.55821,12.55821,17.36363,-4.80542
2026-02-17 07:35:00,68228.91,68477.78,68226.33,68464.86,44.79228,29.42891,29.42891,15.36337,14.065539999999999
2026-02-17 07:40:00,68464.87,68480.0,68403.75,68409.6,31.74084,12.36795,12.36795,19.372889999999998,-7.004939999999998
2026-02-17 07:45:00,68409.6,68468.4,68377.31,68441.84,37.84668,17.17026,17.17026,20.67642,-3.5061600000000013
2026-02-17 07:50:00,68441.84,68476.27,68435.39,68457.05,22.09051,10.52669,10.52669,11.563819999999998,-1.0371299999999977
2026-02-17 07:55:00,68457.06,68470.71,68378.0,68388.12,17.74812,7.87741,7.87741,9.870709999999999,-1.9932999999999987
2026-02-17 08:00:00,68388.12,68477.54,68372.49,68434.15,22.46325,7.84967,7.84967,14.613579999999999,-6.763909999999999
2026-02-17 08:05:00,68434.15,68479.17,68382.46,68424.61,18.98649,11.54776,11.54776,7.43873,4.109030000000001
2026-02-17 08:10:00,68424.6,68473.08,68384.07,68387.99,18.57751,9.01518,9.01518,9.56233,-0.5471499999999985
2026-02-17 08:15:00,68387.99,68388.0,68277.65,68284.19,26.68303,15.02228,15.02228,11.660749999999998,3.361530000000002
2026-02-17 08:20:00,68284.19,68333.99,68274.12,68302.01,12.3339,7.10772,7.10772,5.22618,1.8815399999999993
2026-02-17 08:25:00,68302.0,68318.2,68278.12,68299.56,42.10479,19.21771,19.21771,22.88708,-3.6693700000000007
2026-02-17 08:30:00,68299.56,68345.98,68269.02,68269.03,22.84632,9.94029,9.94029,12.90603,-2.9657400000000003
2026-02-17 08:35:00,68269.03,68299.62,68145.81,68175.56,40.67955,12.74024,12.74024,27.93931,-15.199069999999999
2026-02-17 08:40:00,68175.56,68235.48,68163.2,68225.4,17.10812,11.57086,11.57086,5.53726,6.0336
2026-02-17 08:45:00,68225.4,68262.0,68218.29,68218.29,17.85125,8.61361,8.61361,9.23764,-0.6240300000000012
2026-02-17 08:50:00,68218.29,68218.29,68130.78,68173.49,32.59736,11.95227,11.95227,20.645090000000003,-8.692820000000003
2026-02-17 08:55:00,68173.5,68188.53,68158.0,68177.53,13.7351,6.74933,6.74933,6.98577,-0.23643999999999998
2026-02-17 09:00:00,68177.53,68299.4,68168.0,68299.39,51.12201,37.99595,37.99595,13.126060000000003,24.869889999999998
2026-02-17 09:05:00,68299.4,68308.37,68205.88,68205.89,26.37681,9.0506,9.0506,17.32621,-8.27561
2026-02-17 09:10:00,68205.88,68205.88,68060.98,68109.03,30.85214,10.77134,10.77134,20.080799999999996,-9.309459999999996
2026-02-17 09:15:00,68109.02,68165.95,67992.03,68035.11,38.96723,15.34329,15.34329,23.62394,-8.280650000000001
2026-02-17 09:20:00,68035.11,68099.4,67996.6,68040.76,45.98779,20.89465,20.89465,25.09314,-4.19849
2026-02-17 09:25:00,68040.77,68075.56,68010.0,68031.33,24.02959,10.51698,10.51698,13.512609999999999,-2.9956299999999985
2026-02-17 09:30:00,68031.34,68086.91,68012.1,68037.99,22.30777,11.74101,11.74101,10.566760000000002,1.1742499999999971
2026-02-17 09:35:00,68038.0,68055.31,68014.08,68024.01,16.7006,7.28977,7.28977,9.41083,-2.121060000000001
2026-02-17 09:40:00,68024.0,68099.63,67996.68,68074.92,32.49886,20.33509,20.33509,12.16377,8.171320000000001
2026-02-17 09:45:00,68074.92,68169.4,68049.42,68049.49,44.85961,25.03619,25.03619,19.823420000000002,5.212769999999999
2026-02-17 09:50:00,68049.49,68171.85,68049.48,68138.45,55.57029,41.20556,41.20556,14.364730000000002,26.840829999999997
