timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1723741200000,59538.01,59547.96,58782.9,58875.1,1484.03158,1723744799999,87889187.23143090,98805,614.57497,36406577.51336320,0
1723744800000,58875.1,58878.15,57524.56,57872.82,3577.73998,1723748399999,207602354.09439090,266090,1526.73375,88558430.62443460,0
1723748400000,57872.82,57963.04,56680.0,57047.46,4014.49421,1723751999999,229513909.69913290,255757,1682.97003,96204334.11159010,0
1723752000000,57046.34,57133.02,56078.54,56671.06,2541.61631,1723755599999,144119700.02325470,148161,1074.93448,60964339.36267550,0
1723755600000,56671.06,57632.34,56606.12,57622.21,1722.38505,1723759199999,98215422.36233330,110886,995.35276,56776261.27090530,0
1723759200000,57622.21,57885.0,57382.9,57617.36,1824.12623,1723762799999,105102853.62416650,95482,747.86274,43074404.62558500,0
1723762800000,57617.35,57824.46,57484.54,57541.06,951.61401,1723766399999,54846683.60980260,56652,440.1351,25366266.28513570,0
1723766400000,57541.05,57673.8,57355.0,57469.99,1048.25626,1723769999999,60255725.36663260,62508,555.46866,31932836.01515590,0
1723770000000,57469.99,57616.0,57098.62,57540.96,646.17641,1723773599999,37039620.46649770,54122,306.67585,17581042.62239390,0
1723773600000,57540.97,58517.47,57336.0,58199.99,1557.25516,1723777199999,90342769.43977640,102474,875.26879,50771016.59387760,0
1723777200000,58199.98,58237.31,57801.0,57890.0,894.93645,1723780799999,51964651.92405590,61680,473.33675,27492018.19430150,0
1723780800000,57890.0,58313.16,57800.47,58309.99,894.61517,1723784399999,51917423.75843180,52709,544.2531,31586050.28020700,0
1723784400000,58310.0,58350.45,58122.95,58196.01,402.70872,1723787999999,23452922.05156970,38892,212.28244,12363820.33539750,0
1723788000000,58196.01,58666.77,58059.73,58527.59,1113.53338,1723791599999,65053799.61885650,71573,652.87688,38144720.63283930,0
1723791600000,58528.7,58562.97,58325.1,58456.99,833.49962,1723795199999,48708859.59439520,52700,363.18674,21223186.28683720,0
1723795200000,58456.99,58600.0,58327.99,58360.0,495.81746,1723798799999,28991062.14661670,40257,227.07049,13280035.10379310,0
1723798800000,58360.01,58683.47,58258.52,58672.51,789.20778,1723802399999,46159435.59076400,46746,451.78742,26427251.52791820,0
1723802400000,58672.51,58672.76,58300.0,58433.95,502.53949,1723805999999,29365689.74296630,53495,174.86552,10214724.87756380,0
1723806000000,58433.95,58625.56,58218.71,58400.0,663.19096,1723809599999,38734891.70132360,53623,309.18611,18062714.59109600,0
1723809600000,58400.0,58509.95,57526.31,57868.13,1989.47459,1723813199999,115244369.14270780,142508,928.07283,53762129.82584660,0
1723813200000,57868.8,58915.18,57750.0,58343.66,3043.10126,1723816799999,177621541.65946060,219810,1489.47319,86913994.60911890,0
1723816800000,58343.65,58472.87,57861.99,58018.86,2012.59046,1723820399999,117012304.14713690,168578,835.19121,48567947.94928980,0
1723820400000,58018.85,58223.04,57647.05,58071.06,1203.27113,1723823999999,69731969.36255910,108706,574.43081,33299744.69059880,0
1723824000000,58071.07,58728.39,58000.0,58563.18,1350.36722,1723827599999,78899064.52681310,104815,696.29772,40689209.97576110,0
1723827600000,58563.18,59360.23,58385.13,59215.85,1703.01485,1723831199999,100152304.86755510,128502,1027.71325,60441323.46223820,0
1723831200000,59215.85,59570.01,59081.42,59467.0,2045.24539,1723834799999,121443398.77432090,122625,1104.94183,65618879.28977720,0
1723834800000,59467.01,59817.76,59410.25,59683.39,1865.31626,1723838399999,111302400.56552580,116989,1026.09174,61231845.73036450,0
1723838400000,59683.39,59715.69,59184.72,59257.06,936.40681,1723841999999,55634101.75315340,68948,361.4103,21467334.62282920,0
1723842000000,59256.89,59314.91,58950.0,59023.98,560.59915,1723845599999,33136961.41058900,43436,271.07966,16021065.59699730,0
1723845600000,59023.97,59178.21,58966.55,58966.56,422.90519,1723849199999,24988696.59295500,38899,237.95049,14060311.35062720,0
1723849200000,58966.56,59047.21,58703.99,58874.6,636.81427,1723852799999,37500936.12860850,44944,264.60646,15587429.38061640,0
1723852800000,58874.59,59259.9,58785.05,59187.25,629.17488,1723856399999,37124712.51395380,52135,394.2168,23267084.16121320,0
1723856400000,59187.26,59389.18,59120.08,59248.49,520.90864,1723859999999,30855664.61253140,42561,303.2701,17962588.50433890,0
1723860000000,59248.5,59339.72,59110.79,59146.36,300.25744,1723863599999,17777736.68956720,34912,146.98993,8703825.38461740,0
1723863600000,59146.36,59178.0,59000.0,59158.37,319.61718,1723867199999,18881282.33889500,27188,163.44792,9655077.27038880,0
1723867200000,59158.36,59263.47,59083.9,59216.74,332.94374,1723870799999,19708323.26210830,27711,176.10717,10423416.97562790,0
1723870800000,59216.74,59247.03,59150.18,59163.17,231.1869,1723874399999,13684139.98301620,20093,94.64363,5601715.22573640,0
1723874400000,59163.16,59220.2,59141.96,59158.18,194.9654,1723877999999,11537256.81882420,18482,102.89931,6088839.96651030,0
1723878000000,59158.18,59261.21,59051.98,59248.0,347.74849,1723881599999,20576306.41571190,27125,219.35046,12979419.66671150,0
1723881600000,59248.0,59287.85,59163.16,59279.08,292.68992,1723885199999,17333631.16591580,25847,142.56411,8443267.37254930,0
1723885200000,59279.09,59477.16,59223.17,59326.34,441.96549,1723888799999,26226472.35624560,51466,225.1359,13358417.87925930,0
1723888800000,59326.35,59346.33,59083.58,59106.4,332.297,1723892399999,19667464.47002850,36091,130.03773,7695852.38161870,0
1723892400000,59106.41,59189.43,59060.0,59137.12,260.05895,1723895999999,15377718.14359560,28647,117.83147,6967611.45163220,0
1723896000000,59137.12,59267.79,59100.28,59230.07,216.65392,1723899599999,12826087.96047910,29463,107.95515,6391312.34583800,0
1723899600000,59230.07,59442.89,59190.0,59324.28,459.60377,1723903199999,27267006.14164870,43837,253.74946,15056395.37456670,0
1723903200000,59324.29,59571.99,59254.11,59535.37,355.43806,1723906799999,21112252.44606030,39267,185.35933,11010736.92106350,0
1723906800000,59535.37,59654.9,59363.64,59388.11,459.16837,1723910399999,27315283.25990880,57635,209.35227,12456107.14503170,0
1723910400000,59388.11,59700.0,59388.11,59610.1,355.94605,1723913999999,21192860.71518090,43120,187.05554,11138636.85839870,0
